{40101,1,1,1,1,1,1,0,0,1,1,1},
{40101,1,1,1,1,1,1,1,1,1,1,2},
{40101,1,1,1,1,1,1,1,1,1,1,3},
{40101,0,0,1,1,1,1,1,0,1,1,4},
{40101,1,1,1,1,1,1,1,1,0,0,5},
{10301,1,1,1,1,0,0,0,0,0,0,1},
{10301,1,1,1,1,0,0,0,0,0,0,2},
{10301,1,1,1,1,0,0,0,0,0,0,3},
{10301,1,1,1,1,1,1,0,0,0,0,4},
{10301,1,1,1,1,0,0,0,0,0,0,5},
{10302,1,1,1,1,0,0,0,0,0,0,1},
{10302,1,1,1,1,0,0,0,0,0,0,2},
{10302,1,1,1,1,0,0,0,0,0,0,3},
{10302,1,1,1,1,1,1,0,0,0,0,4},
{10302,1,1,1,1,1,1,0,0,0,0,5},
{11303,1,1,1,1,1,1,0,0,0,0,1},
{11303,1,1,1,1,1,1,0,0,0,0,2},
{11303,1,1,1,1,1,1,0,0,0,0,3},
{11303,1,1,1,1,1,1,0,0,0,0,4},
{11303,1,1,1,1,1,1,0,0,0,0,5},
{12303,1,1,1,1,1,1,0,0,0,0,1},
{12303,1,1,1,1,1,1,0,0,0,0,2},
{12303,1,1,1,1,1,1,0,0,0,0,3},
{12303,1,1,1,1,1,1,0,0,0,0,4},
{12303,1,1,0,0,1,1,0,0,0,0,5},
{11304,1,1,1,1,1,1,0,0,0,0,1},
{11304,1,1,1,1,1,1,0,0,0,0,2},
{11304,1,1,1,1,1,1,0,0,0,0,3},
{11304,1,1,1,1,1,1,0,0,0,0,4},
{11304,0,0,0,0,0,0,0,0,0,0,5},
{12304,1,1,1,1,1,1,0,0,0,0,1},
{12304,1,1,1,1,1,1,0,0,0,0,2},
{12304,1,1,1,1,1,1,1,0,0,0,3},
{12304,1,1,1,1,1,1,0,0,0,0,4},
{12304,0,0,0,0,0,0,0,0,0,0,5},
{11305,0,1,1,1,1,1,0,0,0,0,1},
{11305,1,1,1,1,1,1,0,0,0,0,2},
{11305,1,1,1,1,1,1,0,0,0,0,3},
{11305,1,1,1,1,1,1,0,0,0,0,4},
{11305,0,0,0,0,0,0,0,0,0,0,5},
{12305,0,1,1,1,0,0,0,0,0,0,1},
{12305,1,1,1,1,0,0,0,0,0,0,2},
{12305,1,1,1,1,0,0,0,0,0,0,3},
{12305,1,1,1,1,1,1,0,0,0,0,4},
{12305,0,0,0,0,0,0,0,0,0,0,5},
{10308,0,0,1,1,0,0,0,0,0,0,1},
{10308,1,1,1,1,1,1,0,0,0,0,2},
{10308,1,1,1,1,0,0,0,0,0,0,3},
{10308,1,1,1,1,1,1,0,0,0,0,4},
{10308,0,0,0,0,0,0,0,0,0,0,5},
{11309,1,1,0,0,0,0,0,0,0,0,1},
{11309,1,1,1,1,0,0,0,0,0,0,2},
{11309,1,1,3,3,1,1,0,0,0,0,3},
{11309,1,1,0,0,0,0,0,0,0,0,4},
{11309,1,1,0,0,0,0,0,0,0,0,5},
{12309,1,1,0,0,0,0,0,0,0,0,1},
{12309,1,1,1,1,0,0,0,0,0,0,2},
{12309,1,1,1,1,0,0,0,0,0,0,3},
{12309,1,1,1,1,0,0,0,0,0,0,4},
{12309,0,0,0,0,1,1,0,0,0,0,5},
{10403,1,1,1,1,0,0,1,1,0,0,1},
{10403,1,1,1,1,1,1,1,1,0,0,2},
{10403,0,1,1,1,1,1,1,0,0,0,3},
{10403,0,0,1,1,1,1,1,1,0,0,4},
{10403,1,1,1,1,1,1,1,0,0,0,5},
{10404,0,0,1,1,1,1,0,0,0,0,1},
{10404,1,1,1,1,0,0,0,0,0,0,2},
{10404,1,1,1,1,1,1,1,0,0,0,3},
{10404,1,1,1,1,1,1,0,0,0,0,4},
{10404,1,1,1,1,1,1,1,0,0,0,5},
{10405,1,1,1,1,1,1,0,0,0,0,1},
{10405,1,1,0,0,1,1,0,0,0,0,2},
{10405,1,1,1,1,0,0,0,0,0,0,3},
{10405,1,1,1,1,1,1,0,0,0,0,4},
{10405,1,1,1,1,1,1,0,0,0,0,5},
{10406,1,1,1,1,1,1,0,0,0,0,1},
{10406,1,1,1,1,1,1,1,0,0,0,2},
{10406,1,1,1,1,0,0,0,0,0,0,3},
{10406,1,1,1,1,1,1,0,0,0,0,4},
{10406,1,1,1,1,0,0,0,0,0,0,5},
{10407,0,0,1,1,1,1,0,0,0,0,1},
{10407,1,1,1,1,1,1,0,0,0,0,2},
{10407,1,1,1,1,1,1,1,1,0,0,3},
{10407,0,1,1,1,1,1,0,0,0,0,4},
{10407,1,1,1,1,1,1,0,0,0,0,5},
{10408,0,0,0,0,0,0,0,0,0,0,1},
{10408,1,1,1,1,1,1,1,0,0,0,2},
{10408,0,0,1,1,1,1,0,0,0,0,3},
{10408,0,0,1,1,1,1,1,1,0,0,4},
{10408,0,0,1,1,0,0,0,0,0,0,5},
{10420,1,1,1,1,1,1,0,0,0,0,1},
{10420,1,1,1,1,0,0,0,0,0,0,2},
{10420,1,1,1,1,0,0,0,0,0,0,3},
{10420,1,1,1,1,1,1,0,0,0,0,4},
{10420,1,1,1,1,0,0,0,0,0,0,5},
{10422,1,1,1,1,1,1,0,0,0,0,1},
{10422,1,1,1,1,0,0,0,0,0,0,2},
{10422,1,1,1,1,0,0,0,0,0,0,3},
{10422,1,1,1,1,1,1,1,1,0,0,4},
{10422,1,1,0,0,0,0,0,0,0,0,5},
{10424,1,1,1,1,0,0,0,0,0,0,1},
{10424,1,1,1,1,0,0,0,0,0,0,2},
{10424,1,1,1,1,0,0,0,0,0,0,3},
{10424,1,1,0,0,0,0,0,0,0,0,4},
{10424,0,0,1,1,0,0,0,0,0,0,5},
{10426,1,1,1,1,0,0,0,0,0,0,1},
{10426,1,1,1,1,0,0,0,0,0,0,2},
{10426,1,1,1,1,0,0,0,0,0,0,3},
{10426,1,1,1,1,1,1,0,0,0,0,4},
{10426,0,0,1,1,0,0,0,0,0,0,5},
{10501,1,1,0,0,1,1,1,0,0,0,1},
{10501,1,1,1,1,1,1,1,0,0,0,2},
{10501,1,1,1,1,1,1,0,0,0,0,3},
{10501,1,1,1,1,1,1,0,0,0,0,4},
{10501,1,1,1,1,1,1,1,1,0,0,5},
{10502,1,1,1,1,1,1,0,0,0,0,1},
{10502,0,0,1,1,0,0,0,0,0,0,2},
{10502,1,1,1,1,0,0,0,0,0,0,3},
{10502,3,3,1,1,1,1,1,0,0,0,4},
{10502,0,0,1,1,1,1,0,0,0,0,5},
{10503,0,0,1,1,1,1,1,0,0,0,1},
{10503,1,1,1,1,1,1,1,0,0,0,2},
{10503,0,0,1,1,1,1,0,0,0,0,3},
{10503,0,0,1,1,1,1,0,0,0,0,4},
{10503,1,1,1,1,1,1,0,0,0,0,5},
{10504,1,1,1,1,0,0,0,0,0,0,1},
{10504,1,1,1,1,0,0,0,0,0,0,2},
{10504,1,1,1,1,0,0,0,0,0,0,3},
{10504,0,0,1,1,1,1,0,0,0,0,4},
{10504,0,1,1,1,0,0,0,0,0,0,5},
{10505,3,3,1,1,1,1,1,0,0,0,1},
{10505,1,1,1,1,1,1,0,0,0,0,2},
{10505,1,1,0,0,1,1,0,0,0,0,3},
{10505,0,0,1,1,1,1,0,0,0,0,4},
{10505,1,1,1,1,1,1,1,1,0,0,5},
{10506,0,0,1,1,1,1,1,1,0,0,1},
{10506,1,1,1,1,1,1,1,0,0,0,2},
{10506,1,1,1,1,1,1,1,1,0,0,3},
{10506,1,1,1,1,1,1,0,0,0,0,4},
{10506,1,1,1,1,1,1,0,0,0,0,5},
{10507,0,0,1,1,1,1,1,0,0,0,1},
{10507,1,1,1,1,1,1,1,1,0,0,2},
{10507,3,3,1,1,1,1,1,1,0,0,3},
{10507,0,0,2,2,1,1,1,1,0,0,4},
{10507,0,0,1,1,1,1,0,0,0,0,5},
{10508,0,0,1,1,1,1,0,0,0,0,1},
{10508,1,1,1,1,1,1,0,0,0,0,2},
{10508,1,1,1,1,1,1,0,0,0,0,3},
{10508,0,0,3,3,1,1,0,0,0,0,4},
{10508,0,0,1,1,1,1,0,0,0,0,5},
{10510,1,1,2,2,1,1,0,0,0,0,1},
{10510,1,1,1,1,1,1,0,0,0,0,2},
{10510,1,1,1,1,1,1,0,0,0,0,3},
{10510,1,1,1,1,1,1,0,0,0,0,4},
{10510,0,0,0,0,0,0,0,0,0,0,5},
{30301,1,1,1,1,0,0,0,0,0,0,1},
{30301,1,1,1,1,0,0,0,0,0,0,2},
{30301,1,1,1,1,1,1,0,0,0,0,3},
{30301,1,1,1,1,0,0,0,0,0,0,4},
{30301,1,1,1,1,0,0,0,0,0,0,5},
{10419,1,1,0,0,1,1,0,0,0,0,1},
{10419,1,1,1,1,0,0,0,0,0,0,2},
{10419,1,1,0,0,1,1,0,0,0,0,3},
{10419,1,1,0,0,1,1,0,0,0,0,4},
{10419,1,1,1,1,0,0,0,0,0,0,5},
{10423,1,1,0,0,0,0,0,0,0,0,1},
{10423,0,0,0,0,1,1,0,0,0,0,2},
{10423,1,1,0,0,1,1,0,0,0,0,3},
{10423,0,0,1,1,0,0,0,0,0,0,4},
{10423,0,0,0,0,0,0,0,0,0,0,5},
{10509,1,1,1,1,1,1,1,1,0,0,1},
{10509,1,1,1,1,1,1,0,0,0,0,2},
{10509,1,1,1,1,0,0,1,1,0,0,3},
{10509,1,1,0,0,1,1,1,1,0,0,4},
{10509,1,1,1,1,1,1,0,0,0,0,5},
{10511,1,1,1,1,1,1,1,1,0,0,1},
{10511,1,1,1,1,0,0,1,1,0,0,2},
{10511,1,1,0,0,0,0,0,0,0,0,3},
{10511,1,1,0,0,1,1,1,1,0,0,4},
{10511,1,1,1,1,0,0,0,0,0,0,5},
{10512,1,1,1,1,1,1,0,0,0,0,1},
{10512,1,1,1,1,0,0,0,0,0,0,2},
{10512,1,1,1,1,0,0,0,0,0,0,3},
{10512,1,1,1,1,1,1,1,1,0,0,4},
{10512,0,0,1,1,0,0,0,0,0,0,5},
{10513,1,1,1,1,1,1,0,0,0,0,1},
{10513,1,1,1,1,0,0,1,1,0,0,2},
{10513,1,1,0,0,0,0,0,0,0,0,3},
{10513,1,1,0,0,1,1,1,1,0,0,4},
{10513,1,1,1,1,0,0,0,0,0,0,5},
{10514,1,1,1,1,1,1,0,0,0,0,1},
{10514,0,0,1,1,0,0,0,0,0,0,2},
{10514,1,1,1,1,0,0,0,0,0,0,3},
{10514,1,1,1,1,0,0,0,0,0,0,4},
{10514,1,1,1,1,0,0,0,0,0,0,5},
{10517,1,1,1,1,0,0,0,0,0,0,1},
{10517,1,1,1,1,0,0,0,0,0,0,2},
{10517,0,0,0,0,0,0,0,0,0,0,3},
{10517,1,1,1,1,1,1,0,0,0,0,4},
{10517,1,1,1,1,0,0,0,0,0,0,5},
{10519,1,1,1,1,0,0,0,0,0,0,1},
{10519,1,1,1,1,0,0,0,0,0,0,2},
{10519,1,1,1,1,1,1,0,0,0,0,3},
{10519,1,1,1,1,0,0,0,0,0,0,4},
{10519,1,1,1,1,0,0,0,0,0,0,5},
{20101,1,1,1,1,1,1,1,0,0,0,1},
{20101,1,1,0,0,1,1,1,1,1,1,2},
{20101,1,1,1,1,1,1,1,1,0,0,3},
{20101,0,0,2,2,1,1,1,1,1,1,4},
{20101,1,1,1,1,3,3,0,0,0,0,5},
{20102,2,2,0,0,1,1,1,0,0,0,1},
{20102,0,0,1,1,0,0,1,1,1,1,2},
{20102,1,1,0,0,0,0,3,3,0,0,3},
{20102,0,0,1,1,1,1,1,1,1,1,4},
{20102,3,3,1,1,1,1,1,0,0,0,5},
{20103,3,3,1,1,1,1,1,0,1,1,1},
{20103,0,0,1,1,1,1,1,1,1,1,2},
{20103,1,1,1,1,0,0,1,1,0,0,3},
{20103,1,1,1,1,1,1,0,0,0,0,4},
{20103,1,1,1,1,0,0,0,0,0,0,5},
{20106,1,1,1,1,1,1,1,0,0,0,1},
{20106,1,1,1,1,1,1,1,0,1,1,2},
{20106,0,0,1,1,1,1,1,0,1,1,3},
{20106,1,1,1,1,1,1,1,0,0,0,4},
{20106,3,3,1,1,1,1,1,1,0,0,5},
{20109,0,1,1,1,1,1,0,0,0,0,1},
{20109,1,1,1,1,1,1,1,1,1,1,2},
{20109,1,1,0,0,1,1,1,1,3,3,3},
{20109,1,1,1,1,1,1,0,0,0,0,4},
{20109,1,1,0,0,1,1,0,0,1,1,5},
{20111,0,0,1,1,3,3,1,1,1,1,1},
{20111,1,1,0,0,1,1,1,1,1,1,2},
{20111,1,1,1,1,1,1,2,2,0,0,3},
{20111,1,1,2,2,1,1,0,0,0,0,4},
{20111,1,1,1,1,1,1,0,0,0,0,5},
{20201,1,1,0,0,0,0,1,1,0,0,1},
{20201,0,0,0,0,0,0,1,1,1,1,2},
{20201,1,1,1,1,1,1,1,1,1,1,3},
{20201,0,0,1,1,1,1,1,1,0,0,4},
{20201,1,1,1,1,1,1,0,0,0,0,5},
{20202,1,1,0,0,1,1,1,1,1,1,1},
{20202,0,0,0,0,1,1,0,0,1,1,2},
{20202,1,1,1,1,1,1,0,0,1,1,3},
{20202,0,0,0,0,1,1,0,0,0,0,4},
{20202,1,1,1,1,1,0,0,0,0,0,5},
{20203,0,0,1,1,1,1,1,0,1,1,1},
{20203,0,0,1,1,1,1,1,1,0,0,2},
{20203,1,1,1,1,0,0,1,1,0,0,3},
{20203,1,1,0,0,1,1,1,1,1,1,4},
{20203,1,1,1,1,0,0,0,0,1,1,5},
{20206,0,0,1,1,1,1,1,1,0,0,1},
{20206,0,0,0,0,1,1,1,1,0,0,2},
{20206,1,1,1,1,1,1,2,2,0,0,3},
{20206,0,0,1,1,1,1,1,0,0,0,4},
{20206,1,1,1,1,0,0,0,0,0,0,5},
{30104,1,1,1,1,1,1,0,0,0,0,1},
{30104,1,1,1,1,1,1,0,0,0,0,2},
{30104,1,1,1,1,1,1,0,0,0,0,3},
{30104,1,1,1,1,1,1,0,0,0,0,4},
{30104,0,0,0,0,0,0,0,0,0,0,5},
{10510,1,1,2,2,1,1,0,0,0,0,1},
{10510,1,1,1,1,1,1,0,0,0,0,2},
{10510,1,1,1,1,1,1,0,0,0,0,3},
{10510,1,1,1,1,1,1,0,0,0,0,4},
{10510,0,0,0,0,0,0,0,0,0,0,5},
{40101,1,1,1,1,1,1,0,0,1,1,1},
{40101,1,1,1,1,1,1,1,1,1,1,2},
{40101,1,1,1,1,1,1,1,1,1,1,3},
{40101,0,0,1,1,1,1,1,0,1,1,4},
{40101,1,1,1,1,1,1,1,1,0,0,5},
{40102,1,1,1,1,1,1,0,0,1,1,1},
{40102,1,1,1,1,1,1,1,0,1,1,2},
{40102,0,0,1,1,1,1,0,0,0,0,3},
{40102,1,1,1,1,1,1,1,1,1,1,4},
{40102,2,2,1,1,0,0,1,1,0,0,5},
{40201,0,0,1,1,1,1,1,1,1,1,1},
{40201,1,1,0,0,1,1,1,1,1,1,2},
{40201,1,1,1,1,0,0,1,1,0,0,3},
{40201,0,1,1,1,1,1,1,0,1,1,4},
{40201,1,1,0,0,0,0,1,1,0,0,5},
{40202,0,0,1,1,1,1,1,1,0,0,1},
{40202,2,2,1,1,0,0,1,1,1,1,2},
{40202,0,0,1,1,0,0,1,1,0,0,3},
{40202,0,0,1,1,0,0,1,1,1,1,4},
{40202,1,1,1,1,1,1,1,0,0,1,5},
{30101,1,1,0,0,0,0,0,0,0,0,1},
{30101,1,1,1,1,1,1,0,0,0,0,2},
{30101,1,1,1,1,1,1,0,0,0,0,3},
{30101,1,1,1,1,1,1,0,0,0,0,4},
{30101,1,1,1,1,2,2,0,0,0,0,5},
{30103,0,0,0,0,0,0,0,0,0,0,1},
{30103,1,1,1,1,1,1,0,0,0,0,2},
{30103,1,1,1,1,1,1,1,1,0,0,3},
{30103,0,0,1,1,1,1,0,0,0,0,4},
{30103,1,1,1,1,0,0,0,0,0,0,5},
{30105,1,1,1,1,1,1,0,0,0,0,1},
{30105,0,0,1,1,1,1,1,0,0,0,2},
{30105,1,1,1,1,1,1,0,0,0,0,3},
{30105,1,1,1,1,1,1,0,0,0,0,4},
{30105,1,1,1,1,0,0,0,0,0,0,5},
{30107,1,1,1,1,1,1,0,0,0,0,1},
{30107,0,0,3,3,1,1,0,0,0,0,2},
{30107,1,1,1,1,1,1,0,0,0,0,3},
{30107,1,1,1,1,0,0,0,0,0,0,4},
{30107,1,1,1,1,0,0,0,0,0,0,5},
{30109,1,1,1,1,1,1,0,0,0,0,1},
{30109,0,0,1,1,1,1,1,1,0,0,2},
{30109,1,1,1,1,1,1,0,0,0,0,3},
{30109,1,1,1,1,0,0,0,0,0,0,4},
{30109,1,1,1,1,0,0,0,0,0,0,5},
{30111,0,0,0,0,1,1,0,0,0,0,1},
{30111,0,0,1,1,1,1,0,0,0,0,2},
{30111,0,0,1,1,1,1,0,0,0,0,3},
{30111,1,1,1,1,1,1,0,0,0,0,4},
{30111,0,0,2,2,0,0,0,0,0,0,5},
{30112,1,1,1,1,1,1,0,0,0,0,1},
{30112,0,0,1,1,3,3,0,0,0,0,2},
{30112,1,1,1,1,1,1,0,0,0,0,3},
